a4c897998cef4d1e697d8fb3aa11100e485c26458dc2fb2a962474d785725df4,2017-02,West Midlands Police,West Midlands Police,-2.117750,52.502297,On or near Hospital,E01009884,Dudley 013D,Possession of weapons,Court result unavailable,
1ae8213886ec81286463ee746a87ffadf536432b82fb0ace3a147a008ce29cfc,2017-02,West Midlands Police,West Midlands Police,-2.134570,52.496427,On or near Birbeck Place,E01009753,Dudley 017C,Possession of weapons,Unable to prosecute suspect,
5f8b2345419c8099c8c7f4d140ce7188e9dd0f68389142a625ad8c860fbb81f5,2017-02,West Midlands Police,West Midlands Police,-2.070029,52.489525,On or near Vale Road,E01009871,Dudley 018D,Possession of weapons,Offender given suspended prison sentence,
dd9c584d0036dd6567174bc31fe015f48042234c7c302f487e2b45e83df14279,2017-02,West Midlands Police,West Midlands Police,-2.070860,52.484256,On or near Worcester Road,E01009875,Dudley 018E,Possession of weapons,Investigation complete; no suspect identified,
d0e39b5b135738775868928ca0a840e12f9babb864d85e6ea71914edb8328624,2017-02,West Midlands Police,West Midlands Police,-2.111813,52.478956,On or near Petrol Station,E01009741,Dudley 022A,Possession of weapons,Court result unavailable,
fa102e6b00f21d4a79398bbb1ef944057d8c181e2aaa56bd9e068313fb93fcba,2017-02,West Midlands Police,West Midlands Police,-2.054118,52.449519,On or near Church Croft,E01009734,Dudley 034A,Possession of weapons,Unable to prosecute suspect,
fa6d4e0194bf3a378ff0b39471693961faee9eae30e1246cf91d4414df313c9c,2017-02,West Midlands Police,West Midlands Police,-2.065636,52.447148,On or near Philip Road,E01009738,Dudley 034E,Possession of weapons,Investigation complete; no suspect identified,
58f1872a0e001681ad53d3529972fd0f78416ced8ef4578c0afccc0b2b77dc0e,2017-02,West Midlands Police,West Midlands Police,-2.153967,52.449583,On or near Petrol Station,E01009850,Dudley 041C,Possession of weapons,Investigation complete; no suspect identified,
362ea7b9147f86c48594ecceace20f589691b20ae13c871613adf7d362ea5aad,2017-02,West Midlands Police,West Midlands Police,-1.509695,52.451366,On or near Winding House Lane,E01032588,Nuneaton and Bedworth 018E,Possession of weapons,Unable to prosecute suspect,
f64c65d4cb798b4618504f0c9de0e5ab2ff87d4ef424b2b810d3b71e99557bcb,2017-02,West Midlands Police,West Midlands Police,-1.993024,52.557203,On or near Cornwall Close,E01009967,Sandwell 003D,Possession of weapons,Unable to prosecute suspect,
8154ff79481fe49989a519974c715175896ba1a19f8b6d0bc50efe221fcb45f3,2017-02,West Midlands Police,West Midlands Police,-2.064404,52.540375,On or near Fereday Street,E01010032,Sandwell 014C,Possession of weapons,Investigation complete; no suspect identified,
6f952e20dde2ea95c573a1d923c5ffa5b8278d28c5fcdb7770853ca856eb246b,2017-02,West Midlands Police,West Midlands Police,-2.048735,52.531500,On or near Alexandra Road,E01009976,Sandwell 016A,Possession of weapons,Offender given community sentence,
4729af312021568652e428e0727bd004e04a9723b238ec835ba72bd76bd39cff,2017-02,West Midlands Police,West Midlands Police,-2.049458,52.531239,On or near Ferguson Drive,E01009976,Sandwell 016A,Possession of weapons,Unable to prosecute suspect,
ba3e1b0b74dc55476ce74f03d83995fd4d7d78592aa3bdd8d9cde8ceab364469,2017-02,West Midlands Police,West Midlands Police,-2.031915,52.530751,On or near Brickhouse Lane South,E01009977,Sandwell 016B,Possession of weapons,Offender otherwise dealt with,
55029d588e6dccc811313815e25c9d170fe2b839caa54d6b613240e7469c596e,2017-02,West Midlands Police,West Midlands Police,-1.995344,52.518241,On or near St Michael Street West Bromwich Ringway,E01010102,Sandwell 020C,Possession of weapons,Court result unavailable,
e776d4481304d96b8e757bb7988f440920a14f6d680f470ff829196c8dbb3a33,2017-02,West Midlands Police,West Midlands Police,-1.991734,52.512173,On or near Spon Lane,E01010102,Sandwell 020C,Possession of weapons,Investigation complete; no suspect identified,
516309eb0dc33baff8640afa1990059e9f4500a5ca6183cfbf3a7cf7e77a691f,2017-02,West Midlands Police,West Midlands Police,-1.982504,52.489589,On or near Manor Road,E01009943,Sandwell 031B,Possession of weapons,Court result unavailable,
c306b5ad55cc63ce6688e06a7d5ac0bbcc9171bb1352c46a8a16b720d9aea3ed,2017-02,West Midlands Police,West Midlands Police,-1.760150,52.500720,On or near Petrol Station,E01010123,Solihull 003C,Possession of weapons,Offender given community sentence,
fcb300ab8ddf30f29eccebe19c48fe11b83ee5c87458a7d6d9309945bc622e54,2017-02,West Midlands Police,West Midlands Police,-1.733347,52.453142,On or near Parking Area,E01010109,Solihull 009A,Possession of weapons,Status update unavailable,
9cd094fe70ccd22a8b2812da57eb301336cb8034a0861760d2b331d8ddd40e72,2017-02,West Midlands Police,West Midlands Police,-2.005687,52.614459,On or near Police Station,E01010292,Walsall 008A,Possession of weapons,Offender given suspended prison sentence,
782e88f2423d399eebae8d6bcbaef5610ba052cceb58440475fe6ed5d6ea4b93,2017-02,West Midlands Police,West Midlands Police,-2.015437,52.619403,On or near Hospital,E01010293,Walsall 009B,Possession of weapons,Court result unavailable,
b26835001c4d478dd529d6f5fa5acc1ed317989e7c8b953dddc4de61896fa1fb,2017-02,West Midlands Police,West Midlands Police,-2.026117,52.596989,On or near Heather Grove,E01010378,Walsall 019A,Possession of weapons,Local resolution,
8e5621e0907c89923796fb694273da53a80138457be52ea5f6399b626e1c27cc,2017-02,West Midlands Police,West Midlands Police,-1.984727,52.579695,On or near Sister Dora Gardens,E01010371,Walsall 030C,Possession of weapons,Unable to prosecute suspect,
